CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn,Number of Dependents,Mobile App Usage,Marketing Number of Cold Call,Marketing Number of Email,Marketing Number of SMS
9367-WXLCH,1,0.0,No,No,8.0,Yes,Yes,,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,Yes,,,48.0,36.0,107.0
5524-KHNJP,1,0.0,,Yes,33.0,Yes,No,DSL,Yes,No,Yes,No,Yes,,One year,No,Credit card (automatic),74.75,No,1.0,,105.0,,299.0
1918-ZBFQJ,0,0.0,No,No,13.0,,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,Yes,0.0,Yes,57.0,75.0,138.0
1024-GUALD,0,,Yes,,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,Yes,0.0,,6.0,,
4827-USJHP,1,0.0,No,No,20.0,,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,No,,Yes,59.0,55.0,196.0
8167-GJLRN,1,0.0,No,No,,No,No phone service,DSL,No,,No,Yes,,,Month-to-month,No,,30.4,No,0.0,,7.0,,28.0
8017-UVSZU,0,0.0,Yes,,,Yes,Yes,DSL,No,Yes,No,,No,,Month-to-month,No,Credit card (automatic),56.6,No,,Yes,101.0,,506.0
7100-FQPRV,1,,Yes,,,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,,71.9,No,1.0,,,,392.0
2472-OVKUP,1,0.0,Yes,,,Yes,No,Fiber optic,No,Yes,Yes,No,,Yes,Month-to-month,,Electronic check,91.0,Yes,0.0,Yes,2.0,0.0,
2984-RGEYA,0,0.0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),19.75,No,1.0,No,229.0,215.0,759.0
9680-NIAUV,0,0.0,Yes,Yes,,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,,Credit card (automatic),109.7,No,2.0,,,149.0,
2604-IJPDU,0,,,No,,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,,Electronic check,96.55,No,0.0,No,61.0,66.0,184.0
6168-YBYNP,1,0.0,No,No,59.0,,Yes,Fiber optic,No,,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,No,,,,166.0,679.0
3645-DEYGF,1,0.0,No,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,No,,Yes,4.0,4.0,9.0
8544-GOQSH,0,0.0,No,No,,,No,Fiber optic,No,Yes,No,Yes,No,,Month-to-month,,Credit card (automatic),80.05,No,,Yes,33.0,38.0,144.0
7018-WBJNK,1,0.0,No,Yes,,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,No,2.0,,42.0,,181.0
9142-KZXOP,1,0.0,No,No,44.0,Yes,No,Fiber optic,No,No,No,No,,No,Month-to-month,No,Credit card (automatic),68.85,No,,,176.0,170.0,609.0
6348-SNFUS,1,0.0,Yes,,,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,,Two year,Yes,Credit card (automatic),55.45,No,5.0,,150.0,203.0,
1285-OKIPP,1,,,No,1.0,,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,Yes,0.0,,,,10.0
7825-ECJRF,0,0.0,No,No,,,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,Yes,0.0,Yes,117.0,124.0,197.0
7841-TZDMQ,1,,,No,2.0,Yes,No,DSL,No,No,No,No,,,Month-to-month,Yes,Credit card (automatic),46.0,Yes,0.0,Yes,5.0,,
4195-NZGTA,0,0.0,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,No,0.0,,3.0,4.0,10.0
7157-SMCFK,1,0.0,No,Yes,61.0,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,No,5.0,Yes,,211.0,649.0
2504-DSHIH,1,1.0,Yes,No,,Yes,Yes,Fiber optic,No,,No,No,,Yes,Month-to-month,,Electronic check,86.8,No,0.0,No,78.0,83.0,249.0
0699-NDKJM,0,0.0,,No,,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),58.75,No,0.0,Yes,,142.0,642.0
6496-JDSSB,0,0.0,No,No,,Yes,No,Fiber optic,No,,No,No,,No,Month-to-month,,Bank transfer (automatic),80.0,No,,,17.0,18.0,78.0
9408-SSNVZ,0,0.0,No,No,,,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,Yes,,Yes,,4.0,30.0
4443-EMBNA,0,0.0,Yes,No,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,No,0.0,,284.0,,
6469-MRVET,1,0.0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,One year,Yes,Electronic check,20.2,No,,,4.0,,10.0
0742-MOABM,1,,Yes,No,4.0,,No,,No,No,No,Yes,No,,Month-to-month,,Mailed check,50.05,Yes,0.0,,,6.0,33.0
5961-VUSRV,0,0.0,No,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),19.35,No,0.0,,,43.0,
6341-JVQGF,0,0.0,Yes,Yes,31.0,Yes,No,DSL,Yes,,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,No,6.0,No,95.0,94.0,404.0
2232-DMLXU,0,0.0,,,,Yes,No,DSL,No,,No,No,Yes,No,Month-to-month,No,,55.2,Yes,0.0,Yes,8.0,8.0,
4811-JBUVU,1,0.0,,,30.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,No,0.0,Yes,91.0,105.0,
2651-ZCBXV,1,0.0,,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,,Yes,Two year,Yes,Credit card (automatic),108.0,No,0.0,,182.0,202.0,623.0
3316-UWXUY,1,,,,50.0,Yes,No,Fiber optic,Yes,,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,No,0.0,,102.0,100.0,406.0
8937-RDTHP,1,,No,No,1.0,Yes,No,Fiber optic,Yes,,No,No,,,Month-to-month,Yes,,84.6,Yes,0.0,,,,
7083-MIOPC,0,,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,No,0.0,No,,,689.0
1984-GPTEH,0,,No,No,29.0,,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,No,0.0,,,65.0,
1251-KRREG,1,0.0,No,No,,Yes,Yes,DSL,No,Yes,No,No,No,,Month-to-month,Yes,Mailed check,54.4,Yes,0.0,,13.0,,
0621-JFHOL,0,,No,No,10.0,,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,No,0.0,Yes,79.0,,86.0
9903-LYSAB,1,,Yes,No,18.0,,Yes,Fiber optic,No,No,No,No,,,Month-to-month,Yes,Electronic check,73.15,No,,,69.0,61.0,210.0
0094-OIFMO,0,,No,No,,Yes,No,Fiber optic,No,Yes,No,No,,Yes,Month-to-month,Yes,Electronic check,95.0,Yes,0.0,,2.0,4.0,105.0
9227-UAQFT,1,0.0,No,No,16.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.75,No,0.0,No,,35.0,191.0
6614-FHDBO,1,0.0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),109.2,No,,,206.0,,794.0
9058-HRZSV,0,1.0,Yes,No,65.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,,Yes,Month-to-month,,Electronic check,94.4,No,0.0,,220.0,260.0,690.0
4522-AKYLR,0,1.0,No,No,,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.8,No,,,47.0,41.0,152.0
0221-WMXNQ,1,,No,No,4.0,Yes,No,Fiber optic,Yes,,No,No,,,Month-to-month,No,Electronic check,75.35,No,,,8.0,11.0,51.0
9947-OTFQU,1,1.0,No,No,,,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,Yes,,,110.0,91.0,123.0
0322-YINQP,1,0.0,No,No,1.0,Yes,No,DSL,Yes,No,No,,No,No,Month-to-month,Yes,Mailed check,48.55,Yes,0.0,,,3.0,13.0
4075-JFPGR,0,,Yes,No,51.0,Yes,No,Fiber optic,Yes,,Yes,No,Yes,No,One year,,,93.5,No,0.0,,139.0,146.0,
4629-NRXKX,0,0.0,Yes,Yes,,Yes,No,Fiber optic,No,No,No,,No,No,Month-to-month,,Electronic check,70.4,Yes,1.0,,,2.0,13.0
9514-JDSKI,1,1.0,Yes,No,,No,No phone service,DSL,No,,No,No,Yes,No,Month-to-month,,Electronic check,40.2,Yes,0.0,,2.0,2.0,
3282-ZISZV,1,0.0,,,32.0,Yes,Yes,DSL,No,,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,No,,,,,286.0
3675-YDUPJ,1,0.0,,No,10.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.85,No,0.0,,40.0,37.0,118.0
4111-BNXIF,0,0.0,Yes,,67.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,No,,,241.0,260.0,757.0
7017-VFHAY,0,,Yes,Yes,,,Yes,Fiber optic,Yes,Yes,Yes,Yes,,,Two year,No,Credit card (automatic),115.1,No,,Yes,184.0,184.0,618.0
6655-LHBYW,1,,,No,,,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,,Credit card (automatic),114.35,No,0.0,,195.0,,
4959-JOSRX,0,,Yes,,2.0,,No,DSL,No,,No,No,No,No,Month-to-month,,Credit card (automatic),44.6,Yes,0.0,,,,12.0
5046-NUHWD,0,,,No,,No,No phone service,DSL,Yes,No,Yes,No,,,Month-to-month,,Electronic check,45.0,No,,Yes,67.0,60.0,241.0
7273-TEFQD,1,1.0,No,No,3.0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,,Electronic check,41.15,Yes,0.0,,24.0,,34.0
3606-TWKGI,1,1.0,No,,,Yes,Yes,,No,Yes,Yes,No,,Yes,Month-to-month,Yes,Electronic check,106.9,Yes,0.0,,76.0,61.0,144.0
7529-ZDFXI,1,1.0,Yes,No,57.0,,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,No,,No,218.0,218.0,718.0
7605-BDWDC,0,0.0,No,No,31.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,,Bank transfer (automatic),240.0,No,0.0,Yes,97.0,,
1950-KSVVJ,0,0.0,Yes,No,45.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,,One year,No,Mailed check,113.3,No,,,140.0,164.0,580.0
6292-TOSSS,1,0.0,No,,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,,,Two year,No,Bank transfer (automatic),24.9,No,,,148.0,,642.0
3197-ARFOY,0,1.0,No,,19.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,No,,,57.0,44.0,
7014-ZZXAW,0,,,No,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,,24.25,No,0.0,No,163.0,160.0,
4385-GZQXV,0,,No,,16.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,Yes,,,111.0,100.0,
7633-MVPUY,1,0.0,Yes,No,57.0,Yes,No,DSL,Yes,,No,Yes,,No,Two year,Yes,Electronic check,59.75,No,,No,,,691.0
6366-ZGQGL,1,0.0,,No,1.0,,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.8,Yes,0.0,Yes,5.0,,
4716-HHKQH,1,1.0,Yes,,20.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,,,Month-to-month,No,Electronic check,107.05,No,0.0,Yes,49.0,59.0,213.0
5940-AHUHD,1,0.0,,No,,Yes,No,Fiber optic,No,No,No,No,No,,Month-to-month,,Mailed check,70.6,Yes,,Yes,2.0,,
6432-TWQLB,1,0.0,Yes,No,5.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,,85.4,Yes,0.0,Yes,30.0,32.0,48.0
4484-GLZOU,0,0.0,Yes,,,,Yes,Fiber optic,No,Yes,Yes,No,,Yes,Month-to-month,,Electronic check,105.05,Yes,0.0,,148.0,229.0,465.0
3179-GBRWV,1,1.0,Yes,No,21.0,Yes,No,DSL,Yes,,No,No,No,Yes,Month-to-month,,,64.95,No,0.0,,,59.0,
8645-KWHJO,1,,No,No,14.0,,No phone service,DSL,No,No,Yes,Yes,Yes,,Month-to-month,Yes,Electronic check,55.0,No,0.0,,33.0,41.0,165.0
4130-MZLCC,0,0.0,,No,5.0,Yes,No,DSL,No,,No,,No,No,Month-to-month,,,50.55,No,,Yes,,16.0,
0314-TKOSI,0,0.0,,No,6.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,,Mailed check,55.15,No,0.0,,19.0,,
8229-MYEJZ,0,0.0,,No,10.0,Yes,No,DSL,No,,No,No,No,No,Month-to-month,,Electronic check,51.2,No,,,33.0,33.0,
2080-SRCDE,0,0.0,No,,,,Yes,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Month-to-month,No,Mailed check,25.4,No,,,4.0,4.0,
9577-WJVCQ,0,0.0,,No,68.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45,No,0.0,,,271.0,
9512-UIBFX,1,0.0,Yes,Yes,,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,Yes,1.0,,44.0,41.0,
3808-HFKDE,0,0.0,No,,20.0,Yes,No,,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.35,No,0.0,,41.0,45.0,225.0
5583-SXDAG,1,0.0,Yes,,1.0,Yes,No,Fiber optic,No,No,No,,No,,Month-to-month,,Electronic check,70.0,Yes,0.0,,3.0,2.0,8.0
3488-PGMQJ,1,1.0,,No,,Yes,No,Fiber optic,No,Yes,No,No,,,Month-to-month,Yes,Electronic check,74.5,Yes,0.0,,28.0,38.0,103.0
3580-REOAC,1,0.0,No,No,10.0,,No,DSL,No,,No,No,No,No,Month-to-month,,Credit card (automatic),44.85,Yes,0.0,,75.0,62.0,103.0
7534-BFESC,1,1.0,No,No,24.0,Yes,Yes,Fiber optic,No,No,No,No,,No,Month-to-month,,Electronic check,76.1,Yes,0.0,,,,302.0
4847-TAJYI,0,,No,No,,,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,89.35,No,0.0,,,16.0,50.0
1563-IWQEX,0,0.0,No,,12.0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,,Mailed check,19.7,No,0.0,Yes,32.0,36.0,97.0
8203-XJZRC,1,0.0,No,No,,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,No,0.0,Yes,3.0,4.0,12.0
6556-DBKZF,0,,Yes,Yes,,Yes,No,Fiber optic,No,No,Yes,No,,No,Two year,,Electronic check,76.05,No,4.0,,,,
6851-WEFYX,1,1.0,Yes,No,35.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,No,,,121.0,,
2985-JUUBZ,1,,Yes,Yes,40.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,74.55,No,2.0,,85.0,107.0,395.0
6390-DSAZX,0,0.0,No,Yes,1.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,,Mailed check,73.6,Yes,2.0,,3.0,,
0895-LMRSF,1,0.0,No,No,23.0,,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,No,0.0,,53.0,,228.0
8098-LLAZX,0,1.0,No,No,,Yes,Yes,Fiber optic,No,,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,Yes,0.0,,23.0,,43.0
8266-VBFQL,1,0.0,No,No,4.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,,Electronic check,90.4,No,0.0,Yes,11.0,12.0,43.0
8181-YHCMF,0,0.0,Yes,Yes,68.0,,No phone service,,No,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),60.3,No,1.0,Yes,220.0,205.0,623.0
2240-HSJQD,1,0.0,,Yes,38.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Mailed check,81.85,No,2.0,No,151.0,141.0,398.0
1248-DYXUB,1,,Yes,Yes,52.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,24.8,No,2.0,,115.0,,438.0
0265-EDXBD,1,1.0,,No,32.0,Yes,Yes,Fiber optic,No,No,No,No,,No,Month-to-month,Yes,Electronic check,74.9,Yes,0.0,,36.0,,346.0
4115-BNPJY,1,0.0,,Yes,29.0,Yes,No,DSL,No,No,Yes,Yes,,Yes,Two year,No,Mailed check,75.55,No,2.0,,116.0,103.0,
3167-SNQPL,1,1.0,Yes,,38.0,Yes,Yes,Fiber optic,No,,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,No,,No,,146.0,395.0
4091-TVOCN,1,,No,Yes,,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,No,1.0,No,174.0,148.0,439.0
1098-TDVUQ,0,0.0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,,19.25,No,0.0,Yes,4.0,4.0,13.0
7277-OZCGZ,0,0.0,No,,22.0,Yes,No,Fiber optic,Yes,No,No,,No,Yes,Month-to-month,Yes,Electronic check,89.05,No,0.0,,,,236.0
1557-EMYVT,0,0.0,No,,43.0,,Yes,Fiber optic,Yes,Yes,Yes,,Yes,Yes,Two year,No,,115.05,No,0.0,,116.0,100.0,
2799-ARNLO,0,1.0,Yes,No,5.0,Yes,No,Fiber optic,No,,No,No,,No,Month-to-month,Yes,,69.35,No,,,15.0,,52.0
7563-BIUPC,1,0.0,No,No,5.0,,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6,Yes,0.0,,23.0,12.0,62.0
5027-YOCXN,1,0.0,Yes,Yes,51.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,No,,,146.0,,522.0
3973-SKMLN,1,,No,No,,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,No,,,151.0,145.0,
2840-XANRC,1,1.0,Yes,No,24.0,,No,Fiber optic,No,,Yes,No,,Yes,Month-to-month,Yes,Electronic check,93.15,Yes,0.0,,71.0,,218.0
6745-JEFZB,1,0.0,,No,35.0,Yes,Yes,Fiber optic,No,No,No,Yes,,No,Month-to-month,,Credit card (automatic),91.5,No,,No,103.0,91.0,373.0
9880-TDQAC,0,,Yes,Yes,72.0,No,No phone service,DSL,No,,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60.0,No,6.0,,144.0,,578.0
8705-WZCYL,1,,No,No,,Yes,No,DSL,No,,No,No,No,No,Month-to-month,Yes,Electronic check,44.8,No,0.0,,4.0,,13.0
8626-PTQGE,1,0.0,,No,69.0,No,No phone service,DSL,Yes,Yes,No,Yes,,Yes,Two year,Yes,Bank transfer (automatic),60.05,No,,,528.0,,
4983-CLMLV,0,0.0,Yes,No,,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,,,102.7,No,0.0,,,162.0,
5701-YVSVF,0,1.0,Yes,No,11.0,Yes,No,Fiber optic,No,No,No,,,No,Month-to-month,,Electronic check,82.9,No,0.0,,43.0,35.0,137.0
5804-LEPIM,0,1.0,No,No,2.0,,No,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.35,Yes,0.0,,17.0,,
5697-GOMBF,0,1.0,Yes,,28.0,,No phone service,DSL,No,No,No,No,,No,Month-to-month,Yes,Electronic check,35.9,No,2.0,,58.0,78.0,
2739-CACDQ,0,1.0,No,,17.0,Yes,Yes,Fiber optic,No,,Yes,No,,No,Month-to-month,,Credit card (automatic),82.65,No,0.0,,50.0,38.0,183.0
2379-GYFLQ,1,0.0,No,,46.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,,No,One year,Yes,Credit card (automatic),94.9,No,0.0,No,96.0,122.0,463.0
0122-OAHPZ,0,0.0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,73.85,Yes,,,,37.0,94.0
2868-SNELZ,0,0.0,No,No,2.0,Yes,Yes,Fiber optic,No,No,Yes,No,,No,Month-to-month,,Mailed check,80.6,Yes,0.0,,3.0,2.0,14.0
4322-RCYMT,1,0.0,Yes,Yes,,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.8,Yes,,,,555.0,
6680-NENYN,0,0.0,No,,,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,,,104.6,Yes,0.0,,5.0,,270.0
2088-IEBAU,0,0.0,No,No,,Yes,Yes,DSL,Yes,,Yes,Yes,,Yes,Two year,,Electronic check,88.15,No,0.0,,,185.0,866.0
7982-VCELR,0,,No,,36.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.8,No,0.0,Yes,84.0,79.0,
1343-EHPYB,1,,Yes,No,63.0,,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,Yes,0.0,Yes,350.0,404.0,624.0
6035-BXTTY,0,1.0,No,No,,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,,Bank transfer (automatic),54.65,No,,,93.0,70.0,262.0
7520-HQWJU,0,0.0,,Yes,66.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,,Month-to-month,Yes,Bank transfer (automatic),67.45,No,5.0,,,216.0,
9639-BUJXT,1,0.0,No,No,63.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,One year,No,Mailed check,20.5,No,0.0,,139.0,,
0021-IKXGC,0,1.0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,,No,Month-to-month,,Electronic check,72.1,No,,,,,9.0
2034-GDRCN,0,0.0,No,,,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,,90.4,Yes,0.0,,,5.0,24.0
6243-OZGFH,0,0.0,,,,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,44.95,No,0.0,Yes,48.0,67.0,237.0
4654-DLAMQ,0,,Yes,,64.0,,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,,Bank transfer (automatic),97.0,No,0.0,,234.0,231.0,630.0
5160-UXJED,1,0.0,No,Yes,17.0,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.6,No,4.0,,62.0,,195.0
4115-NZRKS,0,1.0,No,No,7.0,Yes,No,Fiber optic,No,,No,No,Yes,Yes,Month-to-month,,,89.15,No,,,27.0,,
0219-YTZUE,1,0.0,Yes,Yes,4.0,,Yes,Fiber optic,No,Yes,Yes,,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,Yes,1.0,No,19.0,18.0,
0623-IIHUG,0,1.0,No,No,21.0,No,No phone service,DSL,Yes,,No,No,,,Month-to-month,,Electronic check,41.9,Yes,0.0,,165.0,122.0,
4572-DVCGN,0,0.0,No,No,,Yes,No,,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,Yes,,,27.0,29.0,
3351-NGXYI,0,1.0,No,No,16.0,,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.1,No,,,52.0,59.0,210.0
9057-MSWCO,1,1.0,Yes,,27.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,Yes,,,67.0,,303.0
9294-TDIPC,1,,No,Yes,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Month-to-month,,Mailed check,20.2,No,1.0,,14.0,,
5229-DTFYB,0,0.0,No,No,,,No,Fiber optic,No,Yes,No,Yes,,,Two year,Yes,Bank transfer (automatic),98.8,No,0.0,,,91.0,374.0
0104-PPXDV,1,,,No,58.0,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,No,0.0,Yes,215.0,176.0,
5176-LMJXE,0,0.0,No,,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,20.55,No,,,132.0,99.0,536.0
3583-KRKMD,1,0.0,No,No,18.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,No,0.0,,60.0,,202.0
1010-DIAUQ,1,0.0,No,No,,,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,,96.5,Yes,0.0,,,2.0,46.0
9069-LGEUL,1,0.0,Yes,No,,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,No,,Yes,67.0,59.0,258.0
7302-ZHMHP,0,0.0,No,No,,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,No,0.0,,,3.0,13.0
9571-EDEBV,1,0.0,Yes,,71.0,Yes,Yes,,No,No,Yes,,,Yes,One year,,Credit card (automatic),98.65,No,,,233.0,238.0,715.0
3520-FJGCV,1,0.0,Yes,Yes,,,Yes,Fiber optic,Yes,,Yes,Yes,,,Two year,Yes,Credit card (automatic),112.6,No,1.0,,217.0,231.0,
0259-GBZSH,1,0.0,No,,2.0,Yes,Yes,Fiber optic,No,No,No,No,,No,Month-to-month,Yes,Electronic check,85.65,Yes,0.0,,5.0,4.0,23.0
2805-EDJPQ,0,0.0,Yes,Yes,,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,,Credit card (automatic),99.75,No,,Yes,,158.0,712.0
6862-CQUMB,1,,No,No,37.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.1,No,0.0,,100.0,97.0,459.0
6158-HDPXZ,1,0.0,No,No,,No,No phone service,DSL,No,No,No,,No,No,Month-to-month,No,Mailed check,25.35,No,0.0,Yes,,3.0,9.0
9601-BRXPO,0,0.0,Yes,No,25.0,Yes,Yes,Fiber optic,No,,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,Yes,,,192.0,159.0,
5686-CMAWK,1,,,No,,,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,,Electronic check,86.75,No,0.0,,51.0,,
