id,emirates,established_year,furnish_status,monthly_rent_aed,num_of_bathroom,num_of_parking_space,num_of_rooms,property_facilities,property_location,property_name,property_size,property_type
123,Abu Dhabi,,Partially Furnished,1014.0,2.0,2.0,3.0,,Abu Dhabi - Margab,Residensi Medan,850.0,Apartment
10902,Dubai,2012.0,Fully Furnished,2730.0,3.0,2.0,4,"Playground, Security, Swimming Pool, Gymnasium, Sauna, Parking, Tennis Court, Barbeque area",Dubai - Zabeel,Riana Green East,1647.0,Condominium
17652,Dubai,1997.0,Partially Furnished,1404.0,2.0,1.0,2,"Parking, Playground, Lift, Security, Swimming Pool, Barbeque area, Jogging Track, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Umm Al Sheif,Desa Green,715.0,Service Residence
18395,Dubai,,Partially Furnished,1053.0,2.0,2.0,3,"Multipurpose hall, Gymnasium, Swimming Pool, Parking, Security, Lift, Playground, Minimart, Air-Cond, Cooking Allowed, Near MRT",Dubai - Nakhlat Deira,"Ayuman Suite, High Floor, 2 Carpark, UIA",560.0,Service Residence
9332,Abu Dhabi,2017.0,Partially Furnished,780.0,2.0,,3.0,"Jogging Track, Parking, Security, Lift, Swimming Pool, Playground, Cooking Allowed",Abu Dhabi - Dubai Investment Park,Almyra Residences,969.0,Service Residence
11648,Dubai,,Partially Furnished,1131.0,2.0,,4,,Dubai - Jumeirah,KL Traders Square,940.0,Condominium
4265,Dubai,,Not Furnished,585.0,2.0,,3,Lift,Dubai - Al Qusais,Sri Saujana (Kepong),750.0,Apartment
5736,Abu Dhabi,1997.0,Partially Furnished,936.0,2.0,1.0,3.0,"Swimming Pool, Minimart, Gymnasium, Parking, Playground, Jogging Track, Security",Abu Dhabi - Al Barsha South,Evergreen Park,1164.0,Condominium
10603,Abu Dhabi,,Fully Furnished,1481.22,2.0,1.0,3.0,Air-Cond,Abu Dhabi - Margab,Centrestage Designer Suite,799.0,Service Residence
18069,Dubai,2015.0,Fully Furnished,1950.0,1.0,1.0,2,"Security, Gymnasium, Multipurpose hall, Parking, Barbeque area, Swimming Pool",Dubai - Al Baraha,3 Towers,890.0,Condominium
1007,Dubai,2022.0,Partially Furnished,1403.22,2.0,2.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Umm Al Sheif,The Hipster @ Taman Desa,921.0,Condominium
16453,Abu Dhabi,,Fully Furnished,1248.0,2.0,2.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Club house, Tennis Court, Jogging Track, Minimart, Barbeque area, Multipurpose hall, Squash Court, Air-Cond, Cooking Allowed, Washing Machine, Near MRT",Abu Dhabi - Mereiyeel,Koi Kinrara,1221.0,Condominium
9028,Dubai,2021.0,Not Furnished,1170.0,2.0,1.0,3,"Swimming Pool, Barbeque area, Security, Playground, Parking, Jogging Track, Lift, Gymnasium",Dubai - Al Rigga,Majestic Maxim,819.0,Condominium
2464,Dubai,2012.0,Fully Furnished,1326.0,2.0,1.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Al Ayas,Regalia Residence,923.0,Service Residence
6780,Dubai,2013.0,Partially Furnished,1014.0,3.0,1.0,2,"Security, Playground, Sauna, Multipurpose hall, Swimming Pool, Barbeque area, Gymnasium, Air-Cond, Cooking Allowed",Dubai - Mushraif,Residence 8,900.0,Condominium
10638,Dubai,,Partially Furnished,1482.0,2.0,,3,"Parking, Swimming Pool, Cooking Allowed, Near MRT, Washing Machine",Dubai - Zabeel,"Fera Residence @ The Quartz, Wangsa Maju",827.0,Service Residence
5154,Dubai,,Fully Furnished,663.0,1.0,,1,"Parking, Security, Lift, Multipurpose hall, Minimart",Dubai - Al Rigga,,100.0,Others
3235,Abu Dhabi,,Not Furnished,117.0,,,,"Parking, Near MRT",Abu Dhabi - Saih Al-Dahal,,25.0,Others
3873,Abu Dhabi,2006.0,Partially Furnished,858.0,2.0,1.0,3.0,"Swimming Pool, Security, Playground, Parking, Lift, Cooking Allowed, Air-Cond",Abu Dhabi - Al Meryal,Greenview Residence,1100.0,Condominium
3734,Abu Dhabi,,Not Furnished,585.0,1.0,,3.0,"Playground, Security, Internet",Abu Dhabi - Bu Kadra,Apartmen Impian (Damansara Damai),800.0,Apartment
16447,Dubai,2022.0,Fully Furnished,1715.22,2.0,2.0,3,"Playground, Lift, Multipurpose hall, Security, Gymnasium, Swimming Pool, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Jumeirah,Sinaran Wangsa Maju,880.0,Service Residence
4204,Abu Dhabi,2020.0,Fully Furnished,1560.0,1.0,,1.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Ghadeer Barashy,Setia City Residences,458.0,Service Residence
1992,Dubai,,Partially Furnished,1013.22,2.0,,3,"Air-Cond, Cooking Allowed",Dubai - Jumeirah,Jasmin Apartment (Sri Rampai),950.0,Apartment
2401,Abu Dhabi,2020.0,Fully Furnished,1950.0,2.0,,2.0,"Minimart, Swimming Pool, Lift, Barbeque area, Gymnasium, Squash Court, Parking, Playground, Jogging Track, Security, Tennis Court, Sauna, Cooking Allowed",Abu Dhabi - Ghadeer Barashy,Setia City Residences,858.0,Service Residence
5309,Abu Dhabi,,Partially Furnished,624.0,1.0,1.0,1.0,"Parking, Gymnasium, Playground, Swimming Pool, Security, Multipurpose hall, Air-Cond, Cooking Allowed",Abu Dhabi - Al Yufrah,3 Elements,530.0,Others
8573,Dubai,2012.0,Partially Furnished,1794.0,2.0,1.0,4,"Playground, Gymnasium, Security, Tennis Court, Barbeque area, Multipurpose hall, Parking, Minimart, Swimming Pool",Dubai - Jumeirah,Platinum Lake Condominium PV 15,1313.0,Condominium
2525,Abu Dhabi,,Not Furnished,624.0,2.0,,3.0,"Parking, Security",Abu Dhabi - Ghadeer Barashy,Pangsapuri Akasia,850.0,Apartment
950,Abu Dhabi,2018.0,Not Furnished,1560.0,2.0,1.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Internet",Abu Dhabi - Saih Al-Dahal,D'Sara Sentral Serviced Residence,1108.0,Service Residence
4582,Abu Dhabi,,Not Furnished,1404.0,3.0,,4.0,"Air-Cond, Cooking Allowed",Abu Dhabi - Mereiyeel,Puchong,2200.0,Others
15778,Dubai,2021.0,Fully Furnished,975.0,1.0,1.0,2,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Business Bay,M Centura,646.0,Service Residence
17495,Abu Dhabi,2021.0,Partially Furnished,1872.0,2.0,,3.0,"Swimming Pool, Parking, Barbeque area, Gymnasium, Playground, Security",Abu Dhabi - Al Barsha South,Aster Residence Cheras,810.0,Condominium
8891,Abu Dhabi,,Partially Furnished,1014.0,2.0,,3.0,"Playground, Parking, Security, Barbeque area, Air-Cond",Abu Dhabi - Mugatrah,Goodyear Court 8,1008.0,Apartment
4774,Abu Dhabi,2021.0,Fully Furnished,1170.0,2.0,,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track, Squash Court, Gymnasium, Air-Cond, Internet, Washing Machine",Abu Dhabi - Al Hebiah,Lakefront Homes @ Cyberjaya,950.0,Condominium
17209,Abu Dhabi,2018.0,Fully Furnished,1014.0,1.0,1.0,1.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Al Hebiah,Third Avenue,500.0,Apartment
316,Dubai,,Fully Furnished,1209.0,2.0,2.0,3,"Swimming Pool, Parking, Jogging Track, Security, Playground, Minimart, Gymnasium, Lift, Multipurpose hall, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Corniche Deira,Residensi Pandanmas 2,900.0,Apartment
12148,Dubai,,Not Furnished,858.0,2.0,1.0,3,"Multipurpose hall, Lift, Cooking Allowed, Near MRT, Internet",Dubai - Trade Centre 1,1 Razak Mansion,800.0,Condominium
8874,Dubai,2020.0,Fully Furnished,1794.0,2.0,2.0,4,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Al Ttay,Platinum Splendor Residensi Semarak,1184.0,Condominium
11229,Abu Dhabi,2017.0,Fully Furnished,1326.0,2.0,,2.0,"Parking, Security, Lift, Air-Cond, Near MRT, Washing Machine, Cooking Allowed",Abu Dhabi - Margab,Menara Bakti,861.0,Apartment
1894,Abu Dhabi,,Not Furnished,663.0,1.0,1.0,2.0,Parking,Abu Dhabi - Dubai Investment Park,Flat Pkns Seksyen 16 Bangi,680.0,Others
7915,Abu Dhabi,,Not Furnished,702.0,2.0,1.0,3.0,"Parking, Security, Playground, Minimart, Multipurpose hall, Cooking Allowed, Near MRT",Abu Dhabi - Grayteesah,Pangsapuri Merak (Shah Alam),850.0,Apartment
4814,Dubai,2021.0,Partially Furnished,936.0,2.0,,2,"Barbeque area, Lift, Jogging Track, Security, Parking, Playground, Swimming Pool, Gymnasium, Near MRT, Cooking Allowed",Dubai - Al Rigga,Majestic Maxim,680.0,Service Residence
10146,Abu Dhabi,,Partially Furnished,741.0,2.0,,3.0,"Security, Parking, Playground",Abu Dhabi - Grayteesah,Pangsapuri Kiambang (Taman Bukit Subang),800.0,Apartment
9688,Abu Dhabi,,Partially Furnished,1170.0,2.0,,3.0,"Security, Swimming Pool, Parking",Abu Dhabi - Lehbab,Prima Bayu,1150.0,Apartment
13934,Abu Dhabi,,Partially Furnished,624.0,2.0,,3.0,"Parking, Security, Playground, Jogging Track, Cooking Allowed, Internet, Near MRT, Washing Machine",Abu Dhabi - Al Mankhool,Ukay Perdana,900.0,Apartment
1848,Dubai,2015.0,Partially Furnished,936.0,2.0,,3,"Lift, Playground, Minimart, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Al Qusais,PPR Sri Aman,1000.0,Apartment
13353,Abu Dhabi,2015.0,Partially Furnished,936.0,2.0,2.0,1.0,"Air-Cond, Cooking Allowed, Near MRT, Internet",Abu Dhabi - Me'aisem,Empire City,950.0,Condominium
7314,Abu Dhabi,2020.0,Partially Furnished,1170.0,2.0,2.0,3.0,"Security, Playground, Swimming Pool, Lift, Parking, Gymnasium, Jogging Track, Air-Cond, Cooking Allowed",Abu Dhabi - Al O'shoosh,The Olive,818.0,Condominium
14151,Dubai,2004.0,Partially Furnished,1170.0,2.0,1.0,3,"Gymnasium, Barbeque area, Playground, Minimart, Tennis Court, Security, Swimming Pool, Sauna, Parking, Lift, Multipurpose hall, Jogging Track, Club house, Air-Cond, Cooking Allowed, Near MRT",Dubai - Rigga Al Buteen,Sri Putramas,1050.0,Condominium
16743,Dubai,2022.0,Not Furnished,1560.0,2.0,2.0,4,"Parking, Security, Lift, Swimming Pool, Playground, Air-Cond, Cooking Allowed, Near MRT",Dubai - Jumeirah,PV9 Residences @ Taman Melati,1100.0,Service Residence
17546,Abu Dhabi,2023.0,Not Furnished,780.0,2.0,2.0,3.0,"Playground, Security, Swimming Pool, Jogging Track, Gymnasium, Barbeque area, Parking, Air-Cond, Cooking Allowed",Abu Dhabi - Nadd Al Shiba,Kita Impian,1050.0,Service Residence
2463,Dubai,,Not Furnished,1014.0,2.0,1.0,4,"Parking, Security, Lift, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Al Murar,PPA1M Bukit Jalil,1200.0,Apartment
7420,Dubai,,Fully Furnished,1248.0,2.0,1.0,3,"Minimart, Playground, Security, Sauna, Parking, Swimming Pool, Squash Court, Lift, Air-Cond, Washing Machine, Cooking Allowed",Dubai - Muhaisnah,OUG Parklane,950.0,Condominium
14720,Dubai,,Partially Furnished,1287.0,2.0,1.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Cooking Allowed, Near MRT, Washing Machine",Dubai - Jumeirah,Residensi Vista Wirajaya,850.0,Apartment
9605,Abu Dhabi,,Partially Furnished,858.0,2.0,,3.0,"Multipurpose hall, Parking, Security, Playground, Minimart, Swimming Pool, Gymnasium, Lift, Barbeque area, Cooking Allowed",Abu Dhabi - Umm Al Mo'meneen,,842.0,Service Residence
8762,Dubai,,Partially Furnished,936.0,2.0,1.0,2,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Business Bay,,650.0,Service Residence
1173,Abu Dhabi,2018.0,Not Furnished,1092.0,1.0,,1.0,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Jogging Track, Cooking Allowed, Near MRT",Abu Dhabi - Margab,Boulevard 51,471.0,Service Residence
15544,Dubai,,Fully Furnished,1638.0,2.0,,2,"Minimart, Gymnasium, Club house, Security, Sauna, Barbeque area, Playground, Swimming Pool, Lift, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Al Nahda,38 Bidara,706.0,Condominium
13039,Dubai,2018.0,Fully Furnished,1248.0,1.0,1.0,1,"Parking, Jogging Track, Playground, Gymnasium, Security, Lift, Swimming Pool, Tennis Court, Squash Court, Sauna, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Abu Hail,Arte Plus Jalan Ampang,648.0,Service Residence
12238,Abu Dhabi,,Partially Furnished,1014.0,2.0,1.0,3.0,"Security, Parking, Barbeque area, Jogging Track, Lift, Playground, Swimming Pool, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Mereiyeel,Pangsapuri Merak (Puchong),860.0,Apartment
3366,Dubai,,Fully Furnished,2730.0,2.0,2.0,3,"Air-Cond, Cooking Allowed, Washing Machine",Dubai - Mirdif,RESIDENSI INSPIRASI MONT KIARA (JALAN KIARA 4),1015.0,Condominium
6380,Abu Dhabi,2018.0,Not Furnished,1560.0,3.0,,3.0,"Parking, Minimart, Playground, Swimming Pool, Gymnasium, Security, Lift, Squash Court, Sauna",Abu Dhabi - Lehbab,Impiria Residensi Bukit Tinggi Klang,1067.0,Service Residence
5318,Dubai,,Partially Furnished,1950.0,4.0,2.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Gymnasium, Jogging Track, Air-Cond, Cooking Allowed, Near MRT",Dubai - Zabeel,Infiniti 3 Residences,1518.0,Service Residence
5225,Abu Dhabi,2021.0,Partially Furnished,1403.22,2.0,2.0,2.0,"Parking, Security, Playground, Swimming Pool, Gymnasium, Barbeque area, Lift, Cooking Allowed, Air-Cond, Near MRT",Abu Dhabi - Al Barsha South,Aster Residence Cheras,650.0,Condominium
16389,Abu Dhabi,,Partially Furnished,897.0,2.0,1.0,2.0,"Security, Parking",Abu Dhabi - Mereiyeel,Daisy Apartment Taman Kinrara Seksyen 2,800.0,Apartment
12410,Dubai,,Partially Furnished,2184.0,2.0,2.0,3,,Dubai - Mirdif,Inspirasi,940.0,Condominium
14041,Dubai,,Not Furnished,1326.0,2.0,1.0,3,"Parking, Security, Tennis Court, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area",Dubai - Al Rigga,Monte Bayu,1134.0,Condominium
2857,Abu Dhabi,,Partially Furnished,1131.0,2.0,2.0,4.0,"Gymnasium, Lift, Barbeque area, Jogging Track, Security, Playground, Club house, Minimart, Swimming Pool, Multipurpose hall, Parking, Sauna, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Al Kheeran,,1396.0,Condominium
11994,Dubai,,Fully Furnished,702.0,1.0,1.0,3,"Parking, Minimart, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Al Rigga,Taman Desa Cheras,750.0,Apartment
12382,Abu Dhabi,2016.0,Partially Furnished,1092.0,2.0,1.0,3.0,,Abu Dhabi - Al Quoz,Silk Sky,1087.0,Condominium
14207,Dubai,2021.0,Fully Furnished,2106.0,2.0,2.0,2,"Gymnasium, Jogging Track, Lift, Multipurpose hall, Parking, Playground, Swimming Pool, Security, Minimart, Tennis Court, Barbeque area, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Al Qusais,Unio Residence,866.0,Apartment
11174,Dubai,1980.0,Not Furnished,858.0,2.0,1.0,3,"Parking, Squash Court, Jogging Track, Security, Minimart, Playground, Barbeque area, Club house, Swimming Pool, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Mushraif,Brem Park 1,957.0,Condominium
12194,Dubai,,Fully Furnished,1365.0,2.0,2.0,3,"Parking, Playground, Security, Gymnasium, Barbeque area, Swimming Pool, Lift, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Al Corniche,Plaza Menjalara,1180.0,Apartment
4111,Dubai,2016.0,Fully Furnished,2106.0,3.0,2.0,3,"Barbeque area, Club house, Jogging Track, Playground, Swimming Pool, Gymnasium, Security, Multipurpose hall",Dubai - Oud Metha,Pinnacle PJ,855.0,Service Residence
15946,Dubai,,Partially Furnished,622.44,2.0,,3,"Playground, Lift, Minimart, Near MRT, Cooking Allowed",Dubai - Al Rigga,Bandar Tasik Selatan (Low Cost),650.0,Apartment
7105,Abu Dhabi,2008.0,Partially Furnished,1248.0,2.0,1.0,3.0,"Swimming Pool, Gymnasium, Minimart, Playground, Barbeque area, Parking, Security, Lift, Jogging Track, Air-Cond, Cooking Allowed",Abu Dhabi - Al Lesaily,Selayang Point,1011.0,Condominium
13475,Abu Dhabi,,Partially Furnished,663.0,2.0,1.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Abu Dhabi - Al Meryal,Taman Bukit Mutiara Apartment,950.0,Apartment
13808,Dubai,2021.0,Fully Furnished,1170.0,2.0,1.0,3,"Security, Playground, Lift, Gymnasium, Parking, Swimming Pool, Multipurpose hall, Club house, Barbeque area, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Al Twar,Platinum OUG Residence,1200.0,Condominium
10840,Abu Dhabi,2019.0,Fully Furnished,1560.0,2.0,2.0,3.0,"Gymnasium, Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Sauna, Minimart, Multipurpose hall, Air-Cond, Cooking Allowed",Abu Dhabi - Bu Kadra,The Zizz,749.0,Service Residence
1864,Dubai,,Partially Furnished,1248.0,2.0,1.0,3,"Parking, Minimart, Air-Cond, Cooking Allowed, Near MRT",Dubai - Al Qusais,Taman Sejahtera,1000.0,Others
3768,Abu Dhabi,1999.0,Fully Furnished,1170.0,2.0,1.0,3.0,"Squash Court, Playground, Security, Minimart, Parking, Lift, Swimming Pool, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Wadi Alshabak,Ridzuan Condominium,1192.0,Condominium
11928,Dubai,2019.0,Partially Furnished,1560.0,2.0,2.0,2,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Jogging Track, Air-Cond, Cooking Allowed",Dubai - Al Wasl,Savio Riana Dutamas Residence,903.0,Service Residence
6483,Dubai,2010.0,Fully Furnished,1403.22,2.0,1.0,3,"Gymnasium, Swimming Pool, Squash Court, Jogging Track, Parking, Security, Minimart, Playground, Air-Cond, Near MRT",Dubai - Zabeel,Villa Wangsamas,1267.0,Condominium
8233,Dubai,2007.0,Partially Furnished,858.0,2.0,1.0,3,"Parking, Security, Tennis Court, Gymnasium, Playground, Squash Court, Jogging Track, Minimart, Swimming Pool, Lift, Near MRT",Dubai - Al Qusais,Kepong Sentral Condominium,962.0,Condominium
14258,Dubai,2016.0,Fully Furnished,2184.0,3.0,2.0,3,"Parking, Jogging Track, Sauna, Club house, Swimming Pool, Security, Minimart, Playground, Barbeque area",Dubai - Madinat Dubai Al Melaheyah,Damansara Foresta,1610.0,Condominium
10101,Abu Dhabi,,Fully Furnished,2106.0,3.0,2.0,4.0,"Tennis Court, Sauna, Club house, Squash Court, Jogging Track, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Grayteesah,,1035.0,Service Residence
15913,Abu Dhabi,2018.0,Fully Furnished,2574.0,3.0,,4.0,"Playground, Swimming Pool, Lift, Squash Court, Sauna, Parking, Security, Minimart, Gymnasium",Abu Dhabi - Lehbab,Impiria Residensi Bukit Tinggi Klang,1312.0,Service Residence
5682,Dubai,2021.0,Partially Furnished,1794.0,2.0,,3,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Al Wasl,The Era,1033.0,Service Residence
12731,Abu Dhabi,,Partially Furnished,1014.0,2.0,2.0,3.0,"Security, Swimming Pool, Parking, Playground, Barbeque area, Minimart, Cooking Allowed, Air-Cond",Abu Dhabi - Lehbab,Prima Bayu,1150.0,Condominium
6822,Abu Dhabi,2005.0,Partially Furnished,780.0,2.0,1.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Cooking Allowed, Near MRT",Abu Dhabi - Al Yufrah,Juta Mines,901.0,Condominium
16705,Dubai,,Fully Furnished,1248.0,1.0,,1,,Dubai - Al Rigga,Queensville,526.0,Condominium
9780,Abu Dhabi,,Partially Furnished,1014.0,2.0,2.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Cooking Allowed",Abu Dhabi - Dubai Investment Park,Palmyra Residences,1066.0,Service Residence
8306,Dubai,,Partially Furnished,936.0,2.0,,3,"Playground, Gymnasium, Barbeque area, Sauna, Security, Minimart, Tennis Court, Jogging Track, Parking, Swimming Pool",Dubai - Jumeirah,Idaman Sutera,842.0,Condominium
5565,Abu Dhabi,,Partially Furnished,975.0,2.0,2.0,3.0,,Abu Dhabi - Ghadeer Barashy,Seri Baiduri (Setia Alam),929.0,Apartment
12247,Dubai,,Fully Furnished,1404.0,2.0,2.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Al Rigga,The Hamstead,1003.0,Condominium
